id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
34,"who was a tall, handsome man, with dark hair, and eyes like sloes ?",explicit,"he was always accompanied on these occasions by an enormous grey - headed raven , who lived in the cave along with him , and who was his bosom friend and companion . the islanders feared this bird of ill omen as much , perhaps , as they feared its master ; for , although they went to consult snorro in all their difficulties and perplexities , and bought medicines and love - potions from him , they always looked upon him with a certain dread , feeling that there was something weird and uncanny ab",paul .,paul .,paul,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.561777,0.561777
35,what did the widowed mistress want to do to show her gratitude ?,explicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",kiss the hem of the strange lady 's green gown .,she would have kissed the hem of the strange lady 's green gown .,The widowed mistress wanted to show her gratitude .,0.11111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.09523809523809525,0.0,0.09523809523809525,0.09523809523809525,0.11301601243449393,"[0.2, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8007374029168082,0.8181818181818182,9,11,0.08097951150551161,"[0.2, 0.1111111111111111, 0.125, 0.14285714285714285]",0.573753420737433,0.6428571428571429,9,14,-1.3693719,-1.395473
36,what did the king do in the wood ?,explicit,"the sun rose and she still slept on and on , although it was nearly noon . now , it happened that the king to whom this wood belonged was hunting in it . when his dogs came to the tree , they sniffed , and ran round and round it , barking . the king said to the huntsmen , ' see what sort of a wild beast is in there . ' the huntsmen went in , and then came back and said , ' in the hollow tree there lies a wonderful animal that we do n't know , and we have never seen one like it ; its skin is made",hunt .,hunting in it .,The king hunted in the wood,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.18575057999133598,"[0.14285714285714285, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,-0.9808563,-0.62651044
37,why did john nicholas maroon andrew on the island ?,explicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",in order to be able to keep their inheritance for himself and not have to divide it .,in order to be able to keep their inheritance for himself .,to be able to keep their inheritance for himself,0.6923076923076924,0.6666666666666666,0.6923076923076924,0.6923076923076924,0.9,0.888888888888889,0.9,0.9,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,9,18,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,9,12,-0.05770445,0.7285035
38,where did the young man chase the deer to ?,explicit,"on they went , on and on and one , till they reached a cottage which was thatched with heather . with a bound the deer sprang on the roof , and lay down where none could see her , but as she did so she called out , ' go in , fisher 's son , and eat and drink while you may . ' so he entered and found food and wine on the table , but no man , for the house belonged to some robbers , who were still away at their wicked business . after ian , the fisher 's son , had eaten all he wanted , he hid hims",a cottage .,a cottage .,the house,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38753858253732953,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.38753858253732953,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,-0.15933684,-0.15933684
39,what will the widowed mistress do the next day ?,explicit,""" ye promised me what i liked to ask , and i have asked your son ; and your son i will have , "" she replied , "" so it is useless making such a din about it . but one thing i may tell you , for i know well that the knowledge will not help you . by the laws of fairy - land , i can not take the bairn till the third day after this , and if by that time you have found out my name i can not take him even then . but ye will not be able to find it out , of that i am certain . so i will call back for the","sit in her kitchen and cry , and hug her baby tighter in her arms .","nothing but sit in her kitchen and cry , and hug her baby .",The widowed mistress will hug her baby tighter in her arms .,0.56,0.5217391304347826,0.56,0.56,0.43478260869565216,0.28571428571428564,0.2608695652173913,0.2608695652173913,0.4642493437739691,"[0.6923076923076923, 0.6666666666666666, 0.6363636363636364, 0.6]",0.7165313105737893,0.75,12,16,0.2023183489495035,"[0.5384615384615384, 0.3333333333333333, 0.18181818181818182, 0.1]",0.846481724890614,0.8571428571428571,12,14,-0.9792353,-1.1960028
40,why did tsui tell the prince the whole story exactly as it had happened ?,explicit,"two years passed , and the youth no longer thought of any danger . hence , when the flowers began to bloom in the spring , rose - red went driving in a small wagon outside the city , near the river . and there one of the prince 's servants saw her , and informed his master . the latter sent for the youth , who , since he could not conceal the matter , told him the whole story exactly as it had happened . said the prince : "" the whole blame rests on rose - red . i do not reproach you . yet since ",he could not conceal the matter .,he could not conceal the matter .,None of the above choices .,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.20693220168471366,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.20693220168471366,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,-0.6026006,-0.6026006
41,who did the chief steward suggest shoud get the monkey ?,explicit,"the chief steward thought for some time , and then , as if struck by a sudden thought , said joyfully : "" i know what we must do ! there is the kurage ( jelly fish ) . he is certainly ugly to look at , but he is proud of being able to walk on land with his four legs like a tortoise . let us send him to the island of monkeys to catch one . "" the jelly fish was then summoned to the king 's presence , and was told by his majesty what was required of him . the jelly fish , on being told of the unexp",the kurage .,the kurage ( jelly fish ) .,The chief steward suggested shoud get the monkey,0.2,0.0,0.2,0.2,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,2.6666666666666665,8,3,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.1428571428571428,8,7,-1.5239719,-1.5081711
42,how did the king feel about the young dragon ?,explicit,"at last they returned to the palace bringing with them a lovely young dragon . her scales were of glittering green like the wings of summer beetles , her eyes threw out glances of fire , and she was dressed in gorgeous robes . all the jewels of the sea worked in with embroidery adorned them . the king fell in love with her at once , and the wedding ceremony was celebrated with great splendor . every living thing in the sea , from the great whales down to the little shrimps , came in shoals to of",love .,the king fell in love with her at once .,The king felt love for the young dragon .,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.35294117647058826,0.13333333333333333,0.35294117647058826,0.35294117647058826,0.15619699684601276,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,4.5,9,2,0.15881076016027915,"[0.5, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8948393168143697,0.9,9,10,-1.2113255,-0.29285395
43,how did the woman feel when the girl began to pull apart the fire ?,explicit,""" what is your name ? "" asked the girl from underground . "" self is my name , "" said the woman . that seemed a curious name to the girl , and she once more began to pull the fire apart . then the woman grew angry and began to scold , and built it all up again . thus they went on for a good while ; but at last , while they were in the midst of their pulling apart and building up of the fire , the woman upset the tar - barrel on the girl from underground . then the latter screamed and ran away , c",angry .,angry .,She was angry,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.537284965911771,"[0.5, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,-0.20915103,-0.20915103
44,what did the man realize when he got home ?,explicit,"one day the man called to his daughter and bade her come with him into the forest to cut wood . they worked hard all day , but in spite of the chopping they were very cold , for it rained heavily , and when they returned home , they were wet through . then , to his vexation , the man found that he had left his axe behind him , and he knew that if it lay all night in the mud it would become rusty and useless . so he said to his wife : ' i have dropped my axe in the forest , bid your daughter go a",he left his axe behind .,left his axe behind him .,He had left his axe behind him,0.8333333333333333,0.6,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.8333333333333333,0.8333333333333333,0.5169731539571706,"[0.625, 0.5714285714285714, 0.5, 0.4]",1.0,1.1666666666666667,7,6,0.6803749333171202,"[0.75, 0.7142857142857143, 0.6666666666666666, 0.6]",1.0,1.1666666666666667,7,6,0.67773104,0.45566788
