id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
33,what did andrew do to see where his brother had gone ?,explicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",he came to the highest point of the island .,he came to the highest point of the island .,andrew did not understand the whole affair,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.125,0.12100518276540287,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",0.6514390575310556,0.7,7,10,0.12100518276540287,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",0.6514390575310556,0.7,7,10,0.8568717241287231,0.8568717241287231,-1.0362191,-1.0362191
34,"who was called salmon, and his christian name was matte ?",explicit,"there was once a fisherman who was called salmon , and his christian name was matte . he lived by the shore of the big sea ; where else could he live ? he had a wife called maie ; could you find a better name for her ? in winter they dwelt in a little cottage by the shore , but in spring they flitted to a red rock out in the sea and stayed there the whole summer until it was autumn . the cottage on the rock was even smaller than the other ; it had a wooden bolt instead of an iron lock to the doo",a fisherman .,a fisherman .,fisherman,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.8394356966018677,0.8394356966018677,0.006347079,0.006347079
35,how did the youth's parents feel when they saw their son ?,explicit,"but when he came out in the morning , the princesses were out of the ground up to their ankles . the third night came a troll who had nine heads and nine whips , and he beat and whipped the youth so severely that at last he fainted . then the troll took him and flung him against the wall , and as he did so the bottle fell down , and its whole contents poured over the youth , and he was at once sound and whole again . then he did not delay , but grasped the sword , killed the troll , and when he ",surprised .,surpised at seeing how fine and handsome he had become .,They were disappointed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.031392692871325185,"[0.25, 0.3333333333333333, 0.5, 1.0]",0.06948345122280151,0.2727272727272727,3,11,0.8533644080162048,0.8321414589881897,-0.5341273,-1.5329804
36,who was the youngest son ?,explicit,"there was once a man who had three sons . the youngest of them was called dullhead , and was sneered and jeered at and snubbed on every possible opportunity . one day it happened that the eldest son wished to go into the forest to cut wood , and before he started his mother gave him a fine rich cake and a bottle of wine , so that he might be sure not to suffer from hunger or thirst . when he reached the forest he met a little old grey man who wished him ' good - morning , ' and said : ' do give ",dullhead .,dullhead .,dullhead,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.9272984266281128,0.9272984266281128,0.6911751,0.6911751
37,what happened after the girl pulled apart the fire on the hearth ?,explicit,"once upon a time there was a mill , in which it was impossible to grind flour , because such strange things kept happening there . but there was a poor woman who was in urgent need of a little meal one evening , and she asked whether they would not allow her to grind a little flour during the night . "" for heaven 's sake , "" said the mill - owner , "" that is quite impossible ! there are ghosts enough in the mill as it is . "" but the woman said that she must grind a little ; for she did not have ",the woman built it up again .,the woman built it up again .,None of the above choices,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.1830054742374001,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.1830054742374001,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.6703200460356393,0.7142857142857143,5,7,0.842559278011322,0.842559278011322,-1.3230695,-1.3230695
38,what did the jewel of the flowing tide do ?,explicit,"long , long ago , in old japan , the kingdom of the sea was governed by a wonderful king . he was called rin jin , or the dragon king of the sea . his power was immense , for he was the ruler of all sea creatures both great and small , and in his keeping were the jewels of the ebb and flow of the tide . the jewel of the ebbing tide when thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the sh",made the waves to rise mountains high and to flow upon the shore like a tidal wave .,made the waves to rise mountains high and to flow in upon the shore like a tidal wave .,The jewel of the flowing tide made the waves to rise mountains high and to flow in upon the shore like a tidal wave,0.8292682926829268,0.7692307692307693,0.8292682926829268,0.8292682926829268,0.8571428571428571,0.85,0.8571428571428571,0.8571428571428571,0.6318296475144833,"[0.72, 0.6666666666666666, 0.6086956521739131, 0.5454545454545454]",1.0,1.3333333333333333,24,18,0.7440006427141954,"[0.76, 0.75, 0.7391304347826086, 0.7272727272727273]",1.0,1.263157894736842,24,19,0.9492429494857788,0.9535172581672668,0.17084001,0.16827917
39,how will the little grey man help dullhead ?,explicit,"now the king had given orders to have all the flour in his kingdom brought together , and to have a huge mountain baked of it . but the man from the wood just took up his stand before the mountain and began to eat , and in one day it had all vanished . for the third time dullhead asked for his bride , but again the king tried to make some evasion , and demanded a ship ' which could sail on land or water ! when you come sailing in such a ship , ' said he , ' you shall have my daughter without fur",give him the ship .,by eating the bread .,the king,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.16954225822593183,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.16954225822593183,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.8430817127227783,0.8483137488365173,-1.4970281,-1.7337092
40,what did the dogs do when they came to the tree ?,explicit,"the sun rose and she still slept on and on , although it was nearly noon . now , it happened that the king to whom this wood belonged was hunting in it . when his dogs came to the tree , they sniffed , and ran round and round it , barking . the king said to the huntsmen , ' see what sort of a wild beast is in there . ' the huntsmen went in , and then came back and said , ' in the hollow tree there lies a wonderful animal that we do n't know , and we have never seen one like it ; its skin is made",sniffed .,"they sniffed , and ran round and round , barking .",sniffed,1.0,0.0,1.0,1.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,4.5399929762484854e-05,"[1.0, 1.0, 1.0, 1.0]",4.5399929762484854e-05,0.09090909090909091,1,11,0.8995500802993774,0.8372253179550171,0.7577985,-1.9423819
41,what did mikoto do in thanks ?,explicit,"he received it from them with both hands , raising it to the height of his forehead in token of high respect and pleasure , and then drank the water quickly , for his thirst was great . when he had finished his long draught he set the cup down on the edge of the well , and drawing his short sword he cut off one of the strange curved jewels ( magatama ) , a necklace of which hung round his neck and fell over his breast . he placed the jewel in the cup and returned it to them , and said , bowing d",cut off one of the strange curved jewels .,cut off one of the strange curved jewels .,None of the above choices,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.18181818181818182,0.3076923076923077,0.3076923076923077,0.1614457444314309,"[0.5, 0.4, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.1614457444314309,"[0.5, 0.4, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.8477904200553894,0.8477904200553894,-1.6824219,-1.6824219
42,what did the young men give to matte as a gift ?,explicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",a shining silver coin and a special kind of tobacco .,a shining silver coin .,truffles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817663819004394e-05,"[0.5, 1.0, 1.0, 1.0]",4.5399929762484854e-05,0.09090909090909091,1,11,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.813810408115387,0.8135976195335388,-1.4181863,-1.1810468
43,why did snorro want to find the hidden carbuncle ?,explicit,"but all the time they never guessed the real reason why snorro chose to live in the dwarfie stone . i will tell you why he did so . not very far from the stone there was a curious hill , shaped exactly like a wart . it was known as the wart hill of hoy , and men said that somewhere in the side of it was hidden a wonderful carbuncle , which , when it was found , would bestow on its finder marvellous magic gifts -- health , wealth , and happiness . everything , in fact , that a human being could d","it would bestow on its finder marvellous magic gifts -- health , wealth , and happiness .","when it was found , would bestow on its finder marvellous magic gifts -- health , wealth , and happiness .",None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020826563663565452,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.09071795328941251,0.29411764705882354,5,17,0.00935797827707123,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.04076220397836621,0.23809523809523808,5,21,0.8167343139648438,0.8083358407020569,-1.4595609,-1.4615135
44,who will dullhead meet in the forest ?,explicit,"so then dullhead said : ' father , let me go out and cut wood . ' but his father answered : ' both your brothers have injured themselves . you had better leave it alone ; you know nothing about it . ' but dullhead begged so hard to be allowed to go that at last his father said : ' very well , then - go . perhaps when you have hurt yourself , you may learn to know better . ' his mother only gave him a very plain cake made with water and baked in the cinders , and a bottle of sour beer .",the little grey old man .,the old grey man .,dullhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056659154777004925,"[0.5, 1.0, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,1,6,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.8014258742332458,0.8046621084213257,-1.135717,-0.9766135
45,what did the widowed mistress do to earn enough money ?,explicit,"at any rate , his poor young wife was sorely to be pitied , for she was left with a little baby - boy to bring up , and , as times were bad , she had not much to live on . but she loved her baby dearly , and worked all day amongst her cows , and pigs , and hens , in order to earn enough money to buy food and clothes for both herself and him . now , on the morning of which i am speaking , she rose very early and went out to feed her pigs , for rent - day was coming on , and she intended to take o","worked all day amongst her cows , and pigs , and hens .","worked all day amongst her cows , and pigs and hens .","The mistress worked all day amongst her cows , pigs and hens .",0.8571428571428572,0.7368421052631577,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.7368421052631577,0.8571428571428572,0.8571428571428572,0.6298129992394241,"[0.8571428571428571, 0.6923076923076923, 0.5833333333333334, 0.45454545454545453]",1.0,1.0,13,13,0.6997522298221912,"[0.8571428571428571, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454]",1.0,1.0833333333333333,13,12,0.9525038003921509,0.9584365487098694,-0.09268811,-0.072796285
